figure,cross-section_name,id,sample,unit,lithology,longitude,latitude,elevation,age,pooled_age,mean_age,age_error_1s,age_error_pooled_1s,age_error_mean_1s,age_error_2s_plus,age_error_2s_minus,system,reference
,,09KMAD13,09KMAD13Z1,Loma Amarilla,,-68.6336,-23.6969,2650,49.35,,,1.22,,,,,ZHe,Reiners_2015(Geodynamics)
,,09KMAD11,09KMAD11Z4,Loma Amarilla,,-68.6424,-23.6976,2738,62.33,,,1.34,,,,,ZHe,Reiners_2015(Geodynamics)
,,CL14,CL14Z1,Jig Early Jurassic granite,,-69.5168,-23.4038,1519,42.01,,,0.7,,,,,ZHe,Reiners_2015(Geodynamics)
,,CL14,CL14Z2,Jig Early Jurassic granite,,-69.5168,-23.4038,1519,52.19,,,0.89,,,,,ZHe,Reiners_2015(Geodynamics)
,,CL15,CL15Z1,Kg Cretaceous granodiorite,,-69.3585,-22.8731,1743,57.15,,,1.49,,,,,ZHe,Reiners_2015(Geodynamics)
,,CL15,CL15Z2,Kg Cretaceous granodiorite,,-69.3585,-22.8731,1743,51.65,,,1.38,,,,,ZHe,Reiners_2015(Geodynamics)
,,CL1,,JKv granodiorite,,-70.367134,-24.23458,1638,50.8,,,3.4,,,,,AFT,Reiners_2015(Geodynamics)
,,CL6,,"J-K sandstone, Santa Ana Fm.",,-69.1128,-24.245817,3160,23.7,,,3.5,,,,,AFT,Reiners_2015(Geodynamics)
,,CL7,,Pzg late Paleozoic granite,,-70.50699,-23.099619,520,43.5,,,3.3,,,,,AFT,Reiners_2015(Geodynamics)
,,CL8,,Jsg Jurassic granitoid,,-70.33236,-23.09185,110,80.2,,,7.1,,,,,AFT,Reiners_2015(Geodynamics)
,,CL9,,Kg Jurassic granodiorite,,-70.260254,-22.627453,76,58.2,,,5.1,,,,,AFT,Reiners_2015(Geodynamics)
,,CL10,,Kg Jurassic granodiorite,,-70.25423,-22.458052,76,98.5,,,12.3,,,,,AFT,Reiners_2015(Geodynamics)
,,CL11,,Kg Jurassic granodiorite,,-70.17482,-22.082664,224,87.8,,,6.4,,,,,AFT,Reiners_2015(Geodynamics)
,,CL12,,Jg Jurassic granite,,-70.205414,-23.461185,725,62.1,,,14,,,,,AFT,Reiners_2015(Geodynamics)
,,CL13,,Kssb(a) El Buitre K-Pg granodiorite,,-69.963715,-23.319435,1211,15.3,,,2.7,,,,,AFT,Reiners_2015(Geodynamics)
,,CL14,,Jig Early Jurassic granite,,-69.51684,-23.403782,1519,33.1,,,3.5,,,,,AFT,Reiners_2015(Geodynamics)
,,CL15,,Kg Cretaceous granodiorite,,-69.35845,-22.873102,1743,29.1,,,3.8,,,,,AFT,Reiners_2015(Geodynamics)
,,CL17,,Pzs El Toco Fm. Sandstone,,-69.784584,-22.044035,1514,46.2,,,8.2,,,,,AFT,Reiners_2015(Geodynamics)
,,CL18,,Pzgm granite,,-68.838295,-22.365126,2439,25.1,,,3,,,,,AFT,Reiners_2015(Geodynamics)
,,CL20,,Pzg granite,,-68.922585,-23.040968,2935,43.7,,,3.4,,,,,AFT,Reiners_2015(Geodynamics)
,,CL21,,Kgd Cretaceous granodiorite,,-68.7582,-23.668657,2726,30.3,,,7.8,,,,,AFT,Reiners_2015(Geodynamics)
,,CL22,,Kgd Late K-Early Pg granodiorite,,-68.33968,-23.667439,2410,23.2,,,2.3,,,,,AFT,Reiners_2015(Geodynamics)
,,CL23,,Granite clast in conglomerate of Orange (?) Fm. ,,-68.320274,-22.846033,2696,29.4,,,4,,,,,AFT,Reiners_2015(Geodynamics)
,,CL27,,Cretaceous Purilactis sandstone,,-68.47902,-23.099585,2336,27.4,,,3.4,,,,,AFT,Reiners_2015(Geodynamics)
,,CL28,,Loma Amarilla,,-68.63281,-23.66815,2611,32.9,,,2.2,,,,,AFT,Reiners_2015(Geodynamics)
,,CL29,,Ktig Paleocene granite,,-69.03474,-23.537252,2451,49.6,,,7.1,,,,,AFT,Reiners_2015(Geodynamics)
,,03AA13,03AA13-A-1,,,-65.8911,-24.4863,2825,47.57,,,1.33,,,,,AHe,Reiners_2015(Geodynamics)
,,03AA13,03AA13-A-3,,,-65.8911,-24.4863,2825,45.62,,,1.27,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA32,08AA32-A-1,,,-67.3284,-24.6229,4631,35.58,,,1.09,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA32,08AA32-A-2,,,-67.3284,-24.6229,4631,36.72,,,0.97,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA32,08AA32-A-3,,,-67.3284,-24.6229,4631,37.94,,,1.02,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA33,08AA33-A-2,,,-67.3303,-24.6337,4483,44.27,,,1.33,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA33,08AA33-A-3,,,-67.3303,-24.6337,4483,39.36,,,1.23,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA36,08AA36-A-1,,,-67.3281,-24.635,4367,49.89,,,2.63,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA36,08AA36-A-2,,,-67.3281,-24.635,4367,46.2,,,2.95,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA07,08AA07_A_1,,Devonian sandstone,-65.0197,-23.2802,4556,5.65,,,0.27,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA07,08AA07_A_2,,Devonian sandstone,-65.0197,-23.2802,4556,31.95,,,0.9,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA07,08AA07_A_3,,Devonian sandstone,-65.0197,-23.2802,4556,38.16,,,0.8,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA07,08AA07_A_4,,Devonian sandstone,-65.0197,-23.2802,4556,5.84,,,0.33,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA07,08AA07_A_5,,Devonian sandstone,-65.0197,-23.2802,4556,6.13,,,0.32,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA07a,08AA07a_1,,Devonian sandstone,-65.0197,-23.2802,4556,5.65,,,0.27,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA07a,08AA07a_2,,Devonian sandstone,-65.0197,-23.2802,4556,31.95,,,0.9,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA07a,08AA07a_3,,Devonian sandstone,-65.0197,-23.2802,4556,38.16,,,0.8,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA07a,08AA07a_4,,Devonian sandstone,-65.0197,-23.2802,4556,5.84,,,0.33,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA11,08AA11_A_1,,Puncoviscana,-65.6948,-24.8908,1758,5.71,,,1.4,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA31,08AA31_A_1,,marine ordivician sandstone,-67.2921,-23.6171,4547,11.59,,,0.83,,,,,AHe,Reiners_2015(Geodynamics)
,,08AA31,08AA31_A_2,,marine ordivician sandstone,-67.2921,-23.6171,4547,16.71,,,0.41,,,,,AHe,Reiners_2015(Geodynamics)
,,CL09,CL09-A-1,,Kg Jurassic granodiorite,-70.2603,-22.6275,76,35.98,,,1.2,,,,,AHe,Reiners_2015(Geodynamics)
,,CL09,CL09-A-2,,Kg Jurassic granodiorite,-67.2921,-23.6171,4547,34.27,,,0.94,,,,,AHe,Reiners_2015(Geodynamics)
,,CL15,CL15-A-1,,Kg Cretaceous granodiorite ,-69.3585,-22.8731,1743,47.18,,,1.12,,,,,AHe,Reiners_2015(Geodynamics)
,,CL15,CL15-A-2,,Kg Cretaceous granodiorite ,-69.3585,-22.8731,1743,40.51,,,1.32,,,,,AHe,Reiners_2015(Geodynamics)
,,CL22,CL22-A-1,,Kgd Late K-Early Pg granodiorite ,-68.3397,-23.6674,2376,28.28,,,0.66,,,,,AHe,Reiners_2015(Geodynamics)
,,CL22,CL22-A-2,,Kgd Late K-Early Pg granodiorite ,-68.3397,-23.6674,2376,25.19,,,0.66,,,,,AHe,Reiners_2015(Geodynamics)
,,CL29,CL29-A-1,,Ktig Paleocene granite,-69.0347,-23.5373,2472,47.01,,,5.29,,,,,AHe,Reiners_2015(Geodynamics)
,,CL29,CL29-A-2,,Ktig Paleocene granite,-69.0347,-23.5373,2472,50.7,,,2.23,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD12,09PRAD12aA,,Kssb(a) El Buitre K-Pg granodiorite,-69.4657,-23.3574,2232,50.19,,,2.92,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD12,09PRAD12aB,,Kssb(a) El Buitre K-Pg granodiorite,-69.4657,-23.3574,2232,54.47,,,2.59,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD13,09PRAD13a1,,Kssb(a) El Buitre K-Pg granodiorite,-69.4629,-23.3588,2165,47.23,,,1.37,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD14,09PRAD14aB,,Kssb(a) El Buitre K-Pg granodiorite,-69.4597,-23.3583,2097,46.79,,,1.12,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD14,09PRAD14aC,,Kssb(a) El Buitre K-Pg granodiorite,-69.4597,-23.3583,2097,40.33,,,1.01,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD15,09PRAD15aA,,Kssb(a) El Buitre K-Pg granodiorite,-69.4569,-23.3574,2041,45.22,,,1.41,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD15,09PRAD15aB,,Kssb(a) El Buitre K-Pg granodiorite,-69.4569,-23.3574,2041,48.79,,,1.27,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD15,09PRAD15aC,,Kssb(a) El Buitre K-Pg granodiorite,-69.4569,-23.3574,2041,42.93,,,1.47,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD16,09PRAD16a1,,Kssb(a) El Buitre K-Pg granodiorite,-69.4657,-23.3425,1937,43.72,,,1.79,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD16,09PRAD16a2,,Kssb(a) El Buitre K-Pg granodiorite,-69.4657,-23.3425,1937,49.64,,,1.21,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD16,09PRAD16a3,,Kssb(a) El Buitre K-Pg granodiorite,-69.4657,-23.3425,1937,46.17,,,3.02,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD17,09PRAD17a-1,,Kssb(a) El Buitre K-Pg granodiorite,-69.4557,-23.3538,2056,52.96,,,1.73,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD17,09PRAD17a-2,,Kssb(a) El Buitre K-Pg granodiorite,-69.4557,-23.3538,2056,51.82,,,1.75,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD18,09PRAD18aA,,Kssb(a) El Buitre K-Pg granodiorite,-69.461,-23.3863,1855,43.02,,,1.26,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD18,09PRAD18aB,,Kssb(a) El Buitre K-Pg granodiorite,-69.461,-23.3863,1855,38.67,,,1.17,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD19,09PRAD19aA,,Kssb(a) El Buitre K-Pg granodiorite,-69.4634,-23.3873,1768,43.96,,,1.79,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD19,09PRAD19aB,,Kssb(a) El Buitre K-Pg granodiorite,-69.4634,-23.3873,1768,40.87,,,2.22,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD20,09PRAD21aA,,Kssb(a) El Buitre K-Pg granodiorite,-69.466,-23.3893,1662,53.15,,,1.5,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD21,09PRAD21a1,,Kssb(a) El Buitre K-Pg granodiorite,-69.4672,-23.3914,1598,41.89,,,1.58,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD21,09PRAD21a2,,Kssb(a) El Buitre K-Pg granodiorite,-69.4672,-23.3914,1598,44.29,,,1.87,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD21,09PRAD21a3,,Kssb(a) El Buitre K-Pg granodiorite,-69.4672,-23.3914,1598,42.49,,,2.1,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD21,09PRAD21a-1,,Kssb(a) El Buitre K-Pg granodiorite,-69.4672,-23.3914,1598,46.15,,,1.49,,,,,AHe,Reiners_2015(Geodynamics)
,,09PRAD21,09PRAD21a-2,,Kssb(a) El Buitre K-Pg granodiorite,-69.4672,-23.3914,1598,43.65,,,1.21,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD06,KMAD06aA,,Loma Amarilla,-68.6248,-23.6904,2563,44.44,,,1.3,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD06,KMAD06aB,,Loma Amarilla,-68.6248,-23.6904,2563,34.45,,,4.18,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD08,KMAD08aA,,Loma Amarilla,-68.6714,-23.6989,3095,42.34,,,0.78,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD08,KMAD08aB,,Loma Amarilla,-68.6714,-23.6989,3095,54.94,,,1.15,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD08,KMAD08aC,,Loma Amarilla,-68.6714,-23.6989,3095,55.35,,,0.89,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD09,KMAD09aA,,Loma Amarilla,-68.6503,-23.6988,2859,38.02,,,1,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD09,KMAD09aB,,Loma Amarilla,-68.6714,-23.6989,3095,48.23,,,1.13,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD09,KMAD09aC,,Loma Amarilla,-68.6714,-23.6989,3095,33.19,,,1.26,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD11,KMAD11aA,,Loma Amarilla,-68.6424,-23.6976,2738,26.71,,,0.86,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD11,KMAD11aC,,Loma Amarilla,-68.6424,-23.6976,2738,47.54,,,1.26,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD11,KMAD11aD,,Loma Amarilla,-68.6424,-23.6976,2738,29.88,,,1.46,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD13,KMAD13aA,,Loma Amarilla,-68.6336,-23.6969,2650,25.44,,,0.7,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD13,KMAD13aC,,Loma Amarilla,-68.6336,-23.6969,2650,31.69,,,1.63,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD14,KMAD14aA,,Loma Amarilla,-68.6252,-23.6023,2489,20.39,,,3.5,,,,,AHe,Reiners_2015(Geodynamics)
,,KMAD14,KMAD14aB,,Loma Amarilla,-68.6252,-23.6023,2489,22.31,,,0.88,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA01,09AA01_A_1,,Paleozoic migmatite/granitoid de Sierra Moreno ,-69.0812,-21.7097,2193,55.62,,,1.3,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA01,09AA01_A_2,,Paleozoic migmatite/granitoid de Sierra Moreno ,-69.0812,-21.7097,2193,60.84,,,1.43,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA01,09AA01_A_3,,Paleozoic migmatite/granitoid de Sierra Moreno ,-69.0812,-21.7097,2193,61.66,,,1.45,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA13,09AA13_A_1,,Cretaceous porphyry dike (Ksg),-68.6753,-21.842,4384,53.43,,,0.9,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA13,09AA13_A_2,,Cretaceous porphyry dike (Ksg),-68.6753,-21.842,4384,50.42,,,0.83,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA13,09AA13_A_3,,Cretaceous porphyry dike (Ksg),-68.6753,-21.842,4384,48.37,,,0.8,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA14,09AA14_A_2,,Cretaceous porphyry dike (Ksg),-68.6786,-21.8397,4274,49.87,,,0.85,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA14,09AA14_A_3,,Cretaceous porphyry dike (Ksg),-68.6786,-21.8397,4274,50,,,0.84,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA15,09AA15A_A_1,,Cretaceous porphyry dike (Ksg),-68.6855,21.8381,4069,40.62,,,0.7,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA15,09AA15A_A_3,,Cretaceous porphyry dike (Ksg),-68.6855,21.8381,4069,45.21,,,0.81,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA17,09AA17A_A_1,,Cretaceous porphyry dike (Ksg),-68.6926,-21.838,3784,43.02,,,0.7,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA17,09AA17A_A_2,,Cretaceous porphyry dike (Ksg),-68.6926,-21.838,3784,51.01,,,0.87,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA17,09AA17A_A_3,,Cretaceous porphyry dike (Ksg),-68.6926,-21.838,3784,44.67,,,0.73,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA18,09AA18_A_1,,Cretaceous porphyry dike (Ksg),-68.6944,-21.8338,3655,45.83,,,0.79,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA18,09AA18_A_2,,Cretaceous porphyry dike (Ksg),-68.6944,-21.8338,3655,38.56,,,0.6,,,,,AHe,Reiners_2015(Geodynamics)
,,09AA18,09AA18_A_3,,Cretaceous porphyry dike (Ksg),-68.6944,-21.8338,3655,37.03,,,0.59,,,,,AHe,Reiners_2015(Geodynamics)
